"The group {item:$subject} invitation has been cancel, please contact group owner for more information.";"The circle {item:$subject} invitation has been cancel, please contact circle owner for more information."

# mail templates

# notify_advgroup_accepted
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_TITLE";"Circle Approved"
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_DESCRIPTION";"This email is sent to the member when they are approved to join a circle."
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_SUBJECT";"You have been approved to join the circle [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_BODY";"[header]

You have been approved to join the circle ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_approve
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_TITLE";"Circle Request"
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_DESCRIPTION";"This email is sent to the member when someone requests to join their circle."
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_SUBJECT";"[sender_title] has requested to join the circle [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_BODY";"[header]

[sender_title] has requested to join the circle ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_discussion_reply
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_TITLE";"Circle Discussion Reply"
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member created."
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_SUBJECT";"A member has posted a reply to your topic ""[object_title]"" in the circle ""[object_parent_title]"""
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_BODY";"[header]

[sender_title] has posted a reply to your topic ""[object_title]"" in the circle ""[object_parent_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_discussion_response
