"Choose photos on your computer to add to this note. (2MB maximum)";"Choose photos on your computer to add to this note. (2MB maximum)"
"Show my notes";"Show my notes"
"Search: ";"Search: "
"Browse by:";"Browse by:"
"Write a New Note";"Write a New Note"
"Write a new note by filling the information below, then click ""Post Note"".";"Write a new note by filling the information below, then click ""Post Note""."
"Note Title";"Note Title"
"Tags (Keywords)";"Tags (Keywords)"
"Body";"Body"
"Show this note in search results.";"Show this note in search results."
"Post Note";"Post Note"
"or";"or"
"Edit Note";"Edit Note"
"Edit the information of your note using the form below.";"Edit the information of your note using the form below."
"Page Profile Notes";"Circle Profile Notes"
"This widget forms the Notes tab on the Page Profile and displays the notes of the Page. It should be placed in the Tabbed Blocks area of the Page Profile.";"This widget forms the Notes tab on the Circle Profile and displays the notes of the Circle. It should be placed in the Tabbed Blocks area of the Circle Profile."
"Displays list of a Page's most commented notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most commented notes. This widget should be placed on the Circle Profile."
"Most Commented Notes";"Most Commented Notes"
"Displays list of a Page's most recent notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most recent notes. This widget should be placed on the Circle Profile."
"Most Recent Notes";"Most Recent Notes"
"Page Profile Most Liked Notes";"Circle Profile Most Liked Notes"
"Displays list of a Page's most liked notes. This widget should be placed on the Page Profile.";"Displays list of a Circle's most liked notes. This widget should be placed on the Circle Profile."
"Most Liked Notes";"Most Liked Notes"
"Displays list of recent notes on the site.";"Displays list of recent notes on the site."
"Count";"Count"
"Displays a list of all the page notes on site.";"Displays a list of all the circle notes on site."
"Displays the list of Notes from Pages created on your community. This widget should be placed in the widgetized Page Notes page. Results from the Search Page Notes form are also shown here.";"Displays the list of Notes from Circles created on your community. This widget should be placed in the widgetized Circle Notes circle. Results from the Search Circle Notes form are also shown here."
"Displays the Most Commented Page Notes. You can choose the number of entries to be shown.";"Displays the Most Commented Circle Notes. You can choose the number of entries to be shown."
"Displays the Most Liked Page Notes. You can choose the number of entries to be shown.";"Displays the Most Liked Circle Notes. You can choose the number of entries to be shown."
"Sponsored Notes";"Sponsored Notes"
"Displays the Notes from Paid Pages. You can choose the number of entries to be shown.";"Displays the Notes from Paid Circles. You can choose the number of entries to be shown."
"Search Page Notes form";"Search Circle Notes form"
"Displays the form for searching Page Notes on the basis of various filters. You can edit the fields to be available in this form.";"Displays the form for searching Circle Notes on the basis of various filters. You can edit the fields to be available in this form."
"Choose the fields that you want to be available in the Search Page Notes form widget.";"Choose the fields that you want to be available in the Search Circle Notes form widget."
"Displays a list of other page notes that are similar to the current page notes, based on tags.";"Displays a list of other circle notes that are similar to the current circle notes, based on tags."
"Popular Page Note Tags";"Popular Circle Note Tags"
"Shows popular tags with frequency.";"Shows popular tags with frequency."
"Page Notes List";"Circle Notes List"
"This is the page notes.";"This is the circle notes."
"Page Note View Page";"Circle Note View Circle"
"View Page Note";"View Circle Note"
"This is the view page for a page note.";"This is the view circle for a circle note."
"Mobile Page Note Profile";"Mobile Circle Note Profile"
"This is the mobile verison of a Page note profile page.";"This is the mobile verison of a Circle note profile circle."
"Everyone’s Notes";"Everyone’s Notes"
"My Notes";"My Notes"
"Notes of Pages I Like";"Notes of Circles I Like"
"Forms the Notes tab of your Page and shows notes of your Page. It should be placed in the Tabbed Blocks area of the Page Profile.";"Forms the Notes tab of your Circle and shows notes of your Circle. It should be placed in the Tabbed Blocks area of the Circle Profile."
